127.0.0.1 - - [18/Feb/2025:08:03:58 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:39 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/menu/authbutton?_dc=1739847279654&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:39 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/menu/authbutton?_dc=1739847279654&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 74597
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:40 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739847280230&searchType=BERTH_LOC&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:40 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/menu/hht?_dc=1739847280234&userId=MOSTADMIN&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:40 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739847280230&searchType=BERTH_LOC&page=1&start=0&limit=25 HTTP/1.1" 200 473758
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:40 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/popup/vesselcalllistpopup?_dc=1739847280562&vslCallId=ASHL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:40 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/menu/hht?_dc=1739847280234&userId=MOSTADMIN&page=1&start=0&limit=25 HTTP/1.1" 200 10270
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:40 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/popup/vesselcalllistpopup?_dc=1739847280562&vslCallId=ASHL&page=1&start=0&limit=25 HTTP/1.1" 200 2613
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:44 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739847284203&vslCallId=ASHL&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:44 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739847284211&vslCallId=ASHL&searchType=BOOKINGNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:44 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739847284214&vslCallId=ASHL&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:44 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739847284206&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:44 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739847284206&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 35550
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:44 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739847284211&vslCallId=ASHL&searchType=BOOKINGNO&page=1&start=0&limit=25 HTTP/1.1" 200 3828
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:44 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739847284203&vslCallId=ASHL&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 35247
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:44 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739847284214&vslCallId=ASHL&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 3862
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:48 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739847288526&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:48 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739847288526&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&page=1&start=0&limit=100 HTTP/1.1" 200 24325
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:51 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargohandlingout/cargohandlingoutlist?_dc=1739847291511&vslCallId=ASHL&blNo=BLLV1&grNo=&cgNo=BLLV1&cgInOutCd=O&lorryId=&shftId=&shftDt=&cgTpCd=BBK&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:54:51 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargohandlingout/cargohandlingoutlist?_dc=1739847291511&vslCallId=ASHL&blNo=BLLV1&grNo=&cgNo=BLLV1&cgInOutCd=O&lorryId=&shftId=&shftDt=&cgTpCd=BBK&page=1&start=0&limit=25 HTTP/1.1" 200 16809
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:55:21 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargohandlingout/cargohandlingoutlist?_dc=1739847321430&vslCallId=ASHL&blNo=BLLV1&grNo=&cgNo=BLLV1&cgInOutCd=O&lorryId=&shftId=&shftDt=&cgTpCd=BBK&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:09:55:21 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargohandlingout/cargohandlingoutlist?_dc=1739847321430&vslCallId=ASHL&blNo=BLLV1&grNo=&cgNo=BLLV1&cgInOutCd=O&lorryId=&shftId=&shftDt=&cgTpCd=BBK&page=1&start=0&limit=25 HTTP/1.1" 200 16809
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:07:14 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739848034135&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:07:14 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739848034135&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&page=1&start=0&limit=100 HTTP/1.1" 200 24325
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:07:34 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/auth/checkSession?_dc=1739848054041 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:07:34 +0700] "POST /MOST_MMC_VMT_Web/rest/auth/checkSession?_dc=1739848054041 HTTP/1.1" 200 1677
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:07:34 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/basic/profile?_dc=1739848054416&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:07:35 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/basic/profile?_dc=1739848054416&page=1&start=0&limit=25 HTTP/1.1" 200 1901
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:07:35 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/menu/authbutton?_dc=1739848055221&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:07:35 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/menu/authbutton?_dc=1739848055221&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 74597
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:07:35 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848055618&searchType=BERTH_LOC&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:07:35 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/menu/hht?_dc=1739848055622&userId=MOSTADMIN&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:07:35 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848055618&searchType=BERTH_LOC&page=1&start=0&limit=25 HTTP/1.1" 200 473758
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:07:35 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/menu/hht?_dc=1739848055622&userId=MOSTADMIN&page=1&start=0&limit=25 HTTP/1.1" 200 10270
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:07:35 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/popup/vesselcalllistpopup?_dc=1739848055850&vslCallId=ASHL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:07:36 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/popup/vesselcalllistpopup?_dc=1739848055850&vslCallId=ASHL&page=1&start=0&limit=25 HTTP/1.1" 200 2613
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:43 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739848123370&vslCallId=ASHL&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:43 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739848123378&vslCallId=ASHL&searchType=BOOKINGNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:43 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739848123374&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:43 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739848123383&vslCallId=ASHL&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:43 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739848123370&vslCallId=ASHL&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 35247
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:43 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739848123383&vslCallId=ASHL&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 3862
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:43 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739848123374&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 35550
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:43 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739848123378&vslCallId=ASHL&searchType=BOOKINGNO&page=1&start=0&limit=25 HTTP/1.1" 200 3828
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:45 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739848125096&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&truckTpCd=E&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:45 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739848125096&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&truckTpCd=E&page=1&start=0&limit=100 HTTP/1.1" 200 24325
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:47 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848127697&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:47 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848127740&lcd=MT&mcd=HTC&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:47 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848127744&searchType=CRANE_EQ&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:47 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848127752&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:47 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischargingList?_dc=1739848127757&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV1&gateTxnNo=&sdoNo=&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:47 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/info?access_token=TKfZzI_up1N7zcOx1BYNPv2nxIApddhYDjNS-8zE_aLTEYAfNbMmQ6OO6vnTxwuxh1wYfHNBHnklcGTJIkxw3g&t=1739848127808 HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:47 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/579/4ibjjro1/websocket?access_token=TKfZzI_up1N7zcOx1BYNPv2nxIApddhYDjNS-8zE_aLTEYAfNbMmQ6OO6vnTxwuxh1wYfHNBHnklcGTJIkxw3g HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:48 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848127697&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 17879
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:48 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848127740&lcd=MT&mcd=HTC&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 38761
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:48 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848127752&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 17879
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:48 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848127744&searchType=CRANE_EQ&page=1&start=0&limit=25 HTTP/1.1" 200 70406
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:08:48 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischargingList?_dc=1739848127757&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV1&gateTxnNo=&sdoNo=&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 29804
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:03 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848263020&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:03 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848263080&lcd=MT&mcd=HTC&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:03 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848263085&searchType=CRANE_EQ&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:03 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848263091&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:03 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischargingList?_dc=1739848263097&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV3&gateTxnNo=&sdoNo=&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:03 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/info?access_token=TKfZzI_up1N7zcOx1BYNPv2nxIApddhYDjNS-8zE_aLTEYAfNbMmQ6OO6vnTxwuxh1wYfHNBHnklcGTJIkxw3g&t=1739848263163 HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:03 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/539/myutdfp0/websocket?access_token=TKfZzI_up1N7zcOx1BYNPv2nxIApddhYDjNS-8zE_aLTEYAfNbMmQ6OO6vnTxwuxh1wYfHNBHnklcGTJIkxw3g HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:03 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848263020&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 17879
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:03 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848263091&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 17879
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:03 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848263080&lcd=MT&mcd=HTC&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 38761
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:03 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848263085&searchType=CRANE_EQ&page=1&start=0&limit=25 HTTP/1.1" 200 70406
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:03 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischargingList?_dc=1739848263097&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV3&gateTxnNo=&sdoNo=&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 29815
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:07 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848267462&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:07 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848267515&lcd=MT&mcd=HTC&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:07 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848267521&searchType=CRANE_EQ&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:07 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischargingList?_dc=1739848267527&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV5&gateTxnNo=&sdoNo=&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:07 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848267524&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:07 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/info?access_token=TKfZzI_up1N7zcOx1BYNPv2nxIApddhYDjNS-8zE_aLTEYAfNbMmQ6OO6vnTxwuxh1wYfHNBHnklcGTJIkxw3g&t=1739848267550 HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:07 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/124/bm424jr2/websocket?access_token=TKfZzI_up1N7zcOx1BYNPv2nxIApddhYDjNS-8zE_aLTEYAfNbMmQ6OO6vnTxwuxh1wYfHNBHnklcGTJIkxw3g HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:07 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848267524&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 17879
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:07 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848267462&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 17879
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:07 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848267521&searchType=CRANE_EQ&page=1&start=0&limit=25 HTTP/1.1" 200 70406
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:08 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848267515&lcd=MT&mcd=HTC&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 38761
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:08 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischargingList?_dc=1739848267527&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV5&gateTxnNo=&sdoNo=&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 29830
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:16 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/popup/gateintruckpopup?_dc=1739848276048&searchType=OP&vslCallId=ASHL&blNo=BLLV5&sdoNo=&shipgNoteNo=&grNo=&lorryNo=&isMultiCargo=&weightCheckYn=N&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:11:16 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/popup/gateintruckpopup?_dc=1739848276048&searchType=OP&vslCallId=ASHL&blNo=BLLV5&sdoNo=&shipgNoteNo=&grNo=&lorryNo=&isMultiCargo=&weightCheckYn=N&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:14:20 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/popup/gateintruckpopup?_dc=1739848460665&searchType=OP&vslCallId=ASHL&blNo=BLLV5&sdoNo=&shipgNoteNo=&grNo=&lorryNo=&isMultiCargo=&weightCheckYn=N&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:14:20 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/popup/gateintruckpopup?_dc=1739848460665&searchType=OP&vslCallId=ASHL&blNo=BLLV5&sdoNo=&shipgNoteNo=&grNo=&lorryNo=&isMultiCargo=&weightCheckYn=N&page=1&start=0&limit=25 HTTP/1.1" 200 345
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:15:19 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/auth/checkSession?_dc=1739848519087 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:15:19 +0700] "POST /MOST_MMC_VMT_Web/rest/auth/checkSession?_dc=1739848519087 HTTP/1.1" 200 1677
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:15:19 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/basic/profile?_dc=1739848519278&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:15:19 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/basic/profile?_dc=1739848519278&page=1&start=0&limit=25 HTTP/1.1" 200 1901
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:15:19 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/menu/authbutton?_dc=1739848519589&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:15:19 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/menu/authbutton?_dc=1739848519589&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 74597
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:15:20 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848520075&searchType=BERTH_LOC&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:15:20 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/menu/hht?_dc=1739848520086&userId=MOSTADMIN&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:15:20 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739848520075&searchType=BERTH_LOC&page=1&start=0&limit=25 HTTP/1.1" 200 473758
0:0:0:0:0:0:0:1 - - [18/Feb/2025:10:15:20 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/popup/vesselcalllistpopup?_dc=1739848520365&vslCallId=ASHL&page=1&start=0&limit=25 HTTP/1.1" 200 -
